Ticket ID,Customer Query,Summary,Assigned Department,Action Type,Priority,Sentiment,Timestamp,Resolution_Steps,Resolution_Time_Actual
T11965,I need help configuring my email client with your server settings. Can you provide the detailed guide?,I need help configuring my email client with your server settings. Can you provide the detailed guid...,Technical Support,Escalate,Medium,Neutral,13-01-2024 08:28,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,282
T19112,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Escalate,Low,Positive,11-04-2024 13:41,Customer is a high-value lead demanding immediate quote. Assign to VP of Sales.,967
T12951,Do you offer services in the London region or only nationally? I am checking availability.,Do you offer services in the London region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,13-03-2024 11:25,Answered question about operating hours. Closed ticket.,1054
T15775,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,High,Negative,17-06-2024 07:44,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",255
T19890,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,Medium,Negative,10-02-2024 17:22,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,269
T18873,I need help configuring my email client with your server settings. Can you provide the detailed guide?,I need help configuring my email client with your server settings. Can you provide the detailed guid...,Technical Support,Escalate,Medium,Neutral,07-02-2024 06:24,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,251
T17353,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Escalate,Medium,Negative,04-06-2024 07:52,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,519
T16328,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,High,Positive,16-11-2024 07:57,Completed name change on account profile. Sent confirmation email.,70
T17542,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Resolve at L1,Low,Neutral,22-05-2024 06:43,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,1023
T14908,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,Low,Positive,08-09-2024 03:09,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,799
T10643,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Follow-Up,High,Negative,22-11-2024 16:04,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,343
T12717,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Resolve at L1,Low,Neutral,19-11-2024 11:39,Completed name change on account profile. Sent confirmation email.,701
T10131,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Resolve at L1,High,Neutral,25-09-2024 06:48,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,78
T18012,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,18-07-2024 06:29,Answered question about operating hours. Closed ticket.,1027
T13157,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Escalate,Low,Positive,15-07-2024 06:11,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,1261
T11074,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Follow-Up,Low,Negative,08-05-2024 04:48,Awaiting confirmation of address change from validation team. Contact customer for documentation.,1307
T19039,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,06-12-2024 16:16,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,1066
T15515,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Resolve at L1,High,Neutral,15-08-2024 05:00,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,78
T14813,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Follow-Up,Medium,Negative,10-01-2024 09:24,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,287
T18718,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Escalate,High,Negative,29-05-2024 00:09,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,69
T19397,"The app shows an error code 404 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 404 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Follow-Up,Low,Negative,18-12-2024 08:00,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",1003
T15247,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Escalate,Medium,Neutral,18-03-2024 03:28,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,428
T11227,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,Low,Positive,24-05-2024 20:38,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1290
T17596,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Resolve at L1,Medium,Negative,09-04-2024 22:48,Checked plan details and billing cycle. Explained fee structure. No further action required.,460
T14747,"The app shows an error code 503 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 503 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Escalate,Low,Neutral,04-01-2024 08:21,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,1061
T13732,"The app shows an error code 403 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 403 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Escalate,Low,Neutral,27-10-2024 23:48,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,1010
T14163,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Billing,Resolve at L1,Medium,Neutral,18-05-2024 01:56,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,314
T13984,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,High,Negative,05-03-2024 20:46,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,92
T19998,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,Medium,Positive,19-11-2024 10:07,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",338
T12821,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,06-06-2024 03:10,Completed name change on account profile. Sent confirmation email.,1057
T14482,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Resolve at L1,Medium,Positive,25-02-2024 13:21,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,416
T12577,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Resolve at L1,High,Negative,29-03-2024 21:04,Checked plan details and billing cycle. Explained fee structure. No further action required.,86
T19971,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Follow-Up,Medium,Negative,22-12-2024 09:34,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,311
T17945,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Follow-Up,High,Negative,02-02-2024 00:55,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,55
T15719,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Follow-Up,Medium,Positive,20-04-2024 15:36,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,404
T16741,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Follow-Up,Medium,Negative,14-09-2024 01:40,Awaiting confirmation of address change from validation team. Contact customer for documentation.,366
T18643,Do you offer services in the Paris region or only nationally? I am checking availability.,Do you offer services in the Paris region or only nationally? I am checking availability.,General Queries,Follow-Up,Low,Neutral,23-07-2024 23:25,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1241
T18979,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Medium,Positive,27-07-2024 21:03,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,466
T17110,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Follow-Up,High,Neutral,27-09-2024 17:20,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,53
T12990,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,Low,Positive,15-09-2024 10:59,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,1267
T11836,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,High,Positive,14-09-2024 02:01,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",107
T12568,Please deactivate my old account and delete all associated data. I will not be returning to your services.,Please deactivate my old account and delete all associated data. I will not be returning to your ser...,Account Management,Resolve at L1,High,Negative,29-05-2024 15:11,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,72
T10968,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,27-04-2024 15:44,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,1220
T17407,"The app shows an error code 503 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 503 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Escalate,Low,Neutral,30-04-2024 15:04,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,1066
T10411,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Escalate,Low,Neutral,18-07-2024 18:34,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,988
T15196,Do you offer services in the London region or only nationally? I am checking availability.,Do you offer services in the London region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,20-08-2024 13:02,Answered question about operating hours. Closed ticket.,1043
T11526,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Follow-Up,Low,Negative,28-06-2024 05:28,Awaiting confirmation of address change from validation team. Contact customer for documentation.,807
T16298,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Escalate,High,Negative,10-01-2024 15:55,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,62
T17332,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,01-06-2024 15:50,Provided link to pricing page. Confirmed service availability in their city.,977
T16269,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Follow-Up,Medium,Neutral,09-11-2024 14:05,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,356
T10827,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Escalate,High,Neutral,14-02-2024 19:54,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,46
T10838,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,High,Negative,04-12-2024 16:16,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,66
T19639,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Resolve at L1,Medium,Negative,24-10-2024 08:23,Sent detailed steps for clearing cache and cookies. Advised customer to restart application.,425
T16084,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Escalate,High,Negative,15-03-2024 11:05,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,496
T18113,Do you offer services in the Berlin region or only nationally? I am checking availability.,Do you offer services in the Berlin region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,02-02-2024 13:01,Provided link to pricing page. Confirmed service availability in their city.,747
T10263,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Resolve at L1,Medium,Negative,30-10-2024 09:52,Sent detailed steps for clearing cache and cookies. Advised customer to restart application.,440
T13835,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,High,Positive,02-05-2024 08:09,Sent required documentation for plan upgrade. Follow up in 48 hours if forms are not returned.,60
T17707,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,Medium,Positive,02-08-2024 06:46,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",379
T12249,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Escalate,Medium,Negative,29-04-2024 13:49,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,464
T14293,I need a detailed copy of my invoice for the month of March.,I need a detailed copy of my invoice for the month of March.,Billing,Follow-Up,Low,Neutral,03-12-2024 14:33,Awaiting confirmation of address change from validation team. Contact customer for documentation.,795
T15447,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Low,Negative,21-10-2024 18:39,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,1242
T19583,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,Low,Positive,25-03-2024 05:17,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1141
T16494,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,Low,Positive,27-01-2024 13:19,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,1297
T12130,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Follow-Up,High,Positive,05-05-2024 06:14,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,127
T13861,Do you offer services in the Tokyo region or only nationally? I am checking availability.,Do you offer services in the Tokyo region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,09-02-2024 09:37,Provided link to pricing page. Confirmed service availability in their city.,962
T16049,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,Medium,Positive,12-03-2024 10:20,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,433
T10935,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,24-08-2024 03:52,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,925
T17866,Do you offer services in the Paris region or only nationally? I am checking availability.,Do you offer services in the Paris region or only nationally? I am checking availability.,General Queries,Escalate,Low,Neutral,28-12-2024 13:54,Customer is a high-value lead demanding immediate quote. Assign to VP of Sales.,1079
T14463,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Resolve at L1,High,Negative,24-07-2024 01:13,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,29
T19383,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Follow-Up,High,Neutral,06-05-2024 17:12,Sent required documentation for plan upgrade. Follow up in 48 hours if forms are not returned.,87
T11327,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Escalate,High,Negative,07-08-2024 17:35,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,44
T14541,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Escalate,High,Negative,03-11-2024 02:33,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,350
T17489,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Follow-Up,High,Neutral,28-08-2024 01:41,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",77
T16931,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,General Queries,Resolve at L1,Low,Negative,15-03-2024 13:09,Provided link to pricing page. Confirmed service availability in their city.,1008
T12404,I need a detailed copy of my invoice for the month of January.,I need a detailed copy of my invoice for the month of January.,Billing,Escalate,Medium,Neutral,17-04-2024 08:35,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,461
T18449,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Resolve at L1,High,Neutral,26-12-2024 22:39,Completed name change on account profile. Sent confirmation email.,56
T11737,I need a detailed copy of my invoice for the month of October.,I need a detailed copy of my invoice for the month of October.,Billing,Follow-Up,Low,Neutral,20-02-2024 18:59,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,951
T17936,I need a detailed copy of my invoice for the month of September.,I need a detailed copy of my invoice for the month of September.,Billing,Follow-Up,Low,Neutral,11-12-2024 00:54,Awaiting confirmation of address change from validation team. Contact customer for documentation.,1037
T12249,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Escalate,Medium,Negative,29-04-2024 13:49,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,354
T17625,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,Low,Negative,29-09-2024 21:40,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1102
T14295,"The app shows an error code 404 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 404 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Escalate,Low,Negative,24-01-2024 01:25,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,1114
T17953,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Escalate,Low,Positive,04-05-2024 17:22,Customer is a high-value lead demanding immediate quote. Assign to VP of Sales.,1082
T16968,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,High,Negative,19-05-2024 07:47,Cannot replicate user reported issue. Requested screen recording from customer.,499
T18833,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,Low,Positive,31-12-2024 04:47,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1214
T11518,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Medium,Positive,08-01-2024 04:35,Answered question about operating hours. Closed ticket.,374
T19710,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Medium,Negative,10-09-2024 08:03,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,314
T17743,I need a detailed copy of my invoice for the month of August.,I need a detailed copy of my invoice for the month of August.,Billing,Escalate,Medium,Neutral,21-11-2024 21:52,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,274
T12733,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,Medium,Negative,02-07-2024 12:37,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,400
T18447,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,Medium,Negative,12-02-2024 16:18,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,371
T15669,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Resolve at L1,Medium,Neutral,11-11-2024 11:37,Completed name change on account profile. Sent confirmation email.,348
T14538,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,High,Negative,12-01-2024 18:19,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",114
T17606,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Resolve at L1,Medium,Positive,30-11-2024 16:29,Provided link to password reset tool. Confirmed access restored.,344
T19438,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Resolve at L1,Medium,Positive,11-01-2024 04:04,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,438
T12143,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,Medium,Negative,15-08-2024 16:13,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,347
T17144,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,General Queries,Escalate,Low,Negative,23-02-2024 18:53,Customer is a high-value lead demanding immediate quote. Assign to VP of Sales.,1089
T16942,Please deactivate my old account and delete all associated data. I will not be returning to your services.,Please deactivate my old account and delete all associated data. I will not be returning to your ser...,Account Management,Follow-Up,Low,Negative,11-03-2024 16:05,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,957
T18345,I need help configuring my email client with your server settings. Can you provide the detailed guide?,I need help configuring my email client with your server settings. Can you provide the detailed guid...,Technical Support,Follow-Up,Medium,Neutral,28-10-2024 10:30,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,398
T14168,I need a detailed copy of my invoice for the month of April.,I need a detailed copy of my invoice for the month of April.,Billing,Resolve at L1,High,Neutral,29-01-2024 06:40,Checked plan details and billing cycle. Explained fee structure. No further action required.,52
T11344,"The app shows an error code 101 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 101 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Follow-Up,Medium,Neutral,09-02-2024 12:55,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",391
T13511,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Escalate,Medium,Negative,26-04-2024 02:44,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,313
T15640,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Escalate,Low,Neutral,22-06-2024 02:50,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,1045
T10060,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Follow-Up,Low,Negative,07-10-2024 18:56,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,885
T16021,Do you offer services in the Tokyo region or only nationally? I am checking availability.,Do you offer services in the Tokyo region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,04-02-2024 13:24,Answered question about operating hours. Closed ticket.,912
T18596,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,High,Negative,03-01-2024 21:03,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,41
T18252,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Escalate,Medium,Neutral,13-09-2024 08:19,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,371
T16040,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Escalate,Medium,Neutral,20-09-2024 13:52,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,291
T10595,"The app shows an error code 404 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 404 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Follow-Up,High,Neutral,18-12-2024 20:44,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",79
T17650,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Follow-Up,High,Neutral,12-04-2024 14:07,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,66
