Ticket ID,Customer Query,Summary,Assigned Department,Action Type,Priority,Sentiment,Timestamp,Resolution_Steps,Resolution_Time_Actual,Complexity_Score
T14190,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Low,Neutral,20-08-2024 15:16,Answered question about operating hours. Closed ticket.,1346,2
T16926,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Follow-Up,Low,Positive,06-02-2024 05:56,Awaiting confirmation of address change from validation team. Contact customer for documentation.,1088,5
T10244,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Escalate,High,Neutral,19-08-2024 20:40,Customer is a high-value lead demanding immediate quote. Assign to VP of Sales.,97,2
T15358,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,Medium,Negative,09-04-2024 01:49,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",422,9
T16005,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Low,Neutral,25-02-2024 09:11,Answered question about operating hours. Closed ticket.,1289,3
T15216,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Escalate,Medium,Negative,29-02-2024 19:26,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,337,6
T13720,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,Low,Positive,23-03-2024 14:11,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",997,5
T11423,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,Medium,Positive,06-11-2024 00:11,Sent required documentation for plan upgrade. Follow up in 48 hours if forms are not returned.,402,5
T14137,I was overcharged by $221 this month. I need a refund immediately.,I was overcharged by $221 this month. I need a refund immediately.,Billing,Resolve at L1,Low,Negative,15-03-2024 14:39,Checked plan details and billing cycle. Explained fee structure. No further action required.,1058,6
T18450,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Follow-Up,Low,Negative,08-05-2024 13:54,Awaiting confirmation of address change from validation team. Contact customer for documentation.,1076,6
T13029,I need a detailed copy of my invoice for the month of March.,I need a detailed copy of my invoice for the month of March.,Billing,Follow-Up,Medium,Neutral,10-06-2024 01:14,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,382,5
T10178,I need a detailed copy of my invoice for the month of April.,I need a detailed copy of my invoice for the month of April.,Billing,Escalate,Low,Neutral,08-10-2024 07:36,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,969,6
T15412,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Low,Neutral,29-08-2024 06:17,Answered question about operating hours. Closed ticket.,987,5
T12427,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,Medium,Positive,22-06-2024 09:44,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,387,6
T13642,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Resolve at L1,Medium,Neutral,05-05-2024 20:55,Completed name change on account profile. Sent confirmation email.,408,5
T19192,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Medium,Negative,17-11-2024 09:14,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",390,9
T12158,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Escalate,Medium,Negative,13-02-2024 21:16,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,398,9
T17037,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Medium,Negative,26-03-2024 11:26,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,298,9
T12196,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Medium,Negative,04-02-2024 05:35,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,361,9
T14604,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Escalate,Medium,Negative,15-12-2024 21:27,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,311,9
T10948,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Resolve at L1,High,Positive,26-07-2024 21:52,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,29,4
T16036,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,High,Positive,24-06-2024 16:21,Completed name change on account profile. Sent confirmation email.,84,5
T19461,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,High,Positive,25-06-2024 22:38,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",106,6
T17587,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Escalate,High,Negative,03-08-2024 03:33,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,53,9
T15768,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,High,Negative,22-08-2024 22:11,Cannot replicate user reported issue. Requested screen recording from customer.,114,9
T11893,Do you offer services in the Berlin region or only nationally? I am checking availability.,Do you offer services in the Berlin region or only nationally? I am checking availability.,General Queries,Escalate,Low,Neutral,29-05-2024 08:27,Customer is a high-value lead demanding immediate quote. Assign to VP of Sales.,1109,5
T16869,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,Low,Negative,30-01-2024 08:13,Cannot replicate user reported issue. Requested screen recording from customer.,1018,9
T19493,Please deactivate my old account and delete all associated data. I will not be returning to your services.,Please deactivate my old account and delete all associated data. I will not be returning to your ser...,Account Management,Resolve at L1,High,Negative,04-06-2024 17:15,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,82,9
T14866,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Escalate,High,Positive,07-08-2024 12:19,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,100,6
T13017,I need a detailed copy of my invoice for the month of September.,I need a detailed copy of my invoice for the month of September.,Billing,Resolve at L1,High,Neutral,21-09-2024 22:24,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,69,5
T12023,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Resolve at L1,Low,Neutral,10-09-2024 15:08,Completed name change on account profile. Sent confirmation email.,925,6
T12048,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Resolve at L1,Medium,Negative,11-09-2024 01:21,Updated credit card details on file. Confirmed next payment date. Closed issue.,409,6
T14703,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,19-10-2024 01:34,Provided link to pricing page. Confirmed service availability in their city.,1073,6
T14668,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,High,Positive,02-02-2024 16:26,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",46,6
T17282,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Low,Neutral,04-07-2024 14:00,Answered question about operating hours. Closed ticket.,1251,3
T11762,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Escalate,Medium,Neutral,28-07-2024 07:09,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,359,5
T15466,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,Low,Negative,12-06-2024 04:14,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,861,9
T11789,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Escalate,Low,Negative,20-08-2024 13:21,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,863,6
T15064,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,High,Positive,09-07-2024 22:14,Completed name change on account profile. Sent confirmation email.,74,5
T15301,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Follow-Up,Medium,Neutral,26-11-2024 14:17,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,439,6
T19449,Do you offer services in the Tokyo region or only nationally? I am checking availability.,Do you offer services in the Tokyo region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,06-02-2024 17:35,Provided link to pricing page. Confirmed service availability in their city.,926,5
T17005,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Resolve at L1,Low,Negative,28-01-2024 23:46,Checked plan details and billing cycle. Explained fee structure. No further action required.,1280,6
T14790,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,Low,Positive,26-09-2024 05:20,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,1099,6
T18970,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Resolve at L1,High,Negative,01-06-2024 11:28,Provided link to password reset tool. Confirmed access restored.,88,9
T19402,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,High,Negative,19-02-2024 11:47,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,51,6
T12371,Do you offer services in the Tokyo region or only nationally? I am checking availability.,Do you offer services in the Tokyo region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,12-02-2024 02:01,Provided link to pricing page. Confirmed service availability in their city.,898,5
T13489,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Medium,Positive,30-08-2024 08:07,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,277,5
T13855,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Medium,Negative,04-12-2024 11:21,Cannot replicate user reported issue. Requested screen recording from customer.,354,9
T12561,I was overcharged by $137 this month. I need a refund immediately.,I was overcharged by $137 this month. I need a refund immediately.,Billing,Resolve at L1,Low,Negative,09-12-2024 21:04,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,1123,6
T13477,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Follow-Up,Medium,Neutral,22-05-2024 06:59,Cannot replicate user reported issue. Requested screen recording from customer.,331,5
T18007,"The app shows an error code 101 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 101 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Escalate,Medium,Neutral,13-12-2024 09:05,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,441,6
T15064,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,High,Positive,09-07-2024 22:14,Completed name change on account profile. Sent confirmation email.,56,6
T12294,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,20-07-2024 13:35,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,1188,5
T17758,Do you offer services in the Paris region or only nationally? I am checking availability.,Do you offer services in the Paris region or only nationally? I am checking availability.,General Queries,Resolve at L1,High,Neutral,09-12-2024 20:39,Answered question about operating hours. Closed ticket.,102,6
T10477,I need help configuring my email client with your server settings. Can you provide the detailed guide?,I need help configuring my email client with your server settings. Can you provide the detailed guid...,Technical Support,Escalate,High,Neutral,12-03-2024 10:12,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,75,5
T12927,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,General Queries,Follow-Up,Low,Negative,11-04-2024 18:57,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1224,6
T19335,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Billing,Resolve at L1,Medium,Neutral,13-04-2024 09:30,Updated credit card details on file. Confirmed next payment date. Closed issue.,272,6
T16233,Do you offer services in the New York region or only nationally? I am checking availability.,Do you offer services in the New York region or only nationally? I am checking availability.,General Queries,Follow-Up,Medium,Neutral,24-02-2024 21:59,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,473,5
T13689,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,Low,Positive,19-01-2024 04:10,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1322,6
T13836,I need a detailed copy of my invoice for the month of July.,I need a detailed copy of my invoice for the month of July.,Billing,Escalate,High,Negative,22-08-2024 03:53,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,51,5
T10202,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,Low,Positive,29-08-2024 00:46,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,1111,6
T14178,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Escalate,High,Negative,06-09-2024 03:16,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,53,9
T15784,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Follow-Up,Medium,Negative,22-05-2024 16:25,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,457,9
T12771,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Follow-Up,Low,Neutral,02-02-2024 17:15,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1047,2
T12211,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Follow-Up,Low,Negative,09-12-2024 09:34,Awaiting confirmation of address change from validation team. Contact customer for documentation.,1241,5
T19508,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Follow-Up,Medium,Positive,05-11-2024 02:37,Awaiting confirmation of address change from validation team. Contact customer for documentation.,408,5
T12587,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Medium,Positive,09-05-2024 04:49,Completed name change on account profile. Sent confirmation email.,295,5
T17056,I need a detailed copy of my invoice for the month of October.,I need a detailed copy of my invoice for the month of October.,Billing,Resolve at L1,Medium,Neutral,24-03-2024 00:21,Updated credit card details on file. Confirmed next payment date. Closed issue.,385,5
T14524,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Escalate,Medium,Positive,04-10-2024 15:40,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,307,5
T18594,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Follow-Up,High,Negative,19-10-2024 08:01,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,89,9
T15591,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Resolve at L1,High,Positive,23-09-2024 09:50,Confirmed feature is deprecated. Directed customer to the new equivalent feature.,56,6
T17213,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Resolve at L1,Medium,Negative,28-10-2024 05:43,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,419,6
T13163,"The app shows an error code 101 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 101 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Escalate,Medium,Neutral,07-12-2024 22:11,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,454,5
T18343,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Escalate,High,Neutral,14-07-2024 09:29,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,75,5
T16490,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Escalate,Low,Positive,30-01-2024 06:13,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,737,5
T16515,Please deactivate my old account and delete all associated data. I will not be returning to your services.,Please deactivate my old account and delete all associated data. I will not be returning to your ser...,Account Management,Follow-Up,High,Negative,05-11-2024 09:48,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,104,9
T19498,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,Low,Positive,07-04-2024 09:09,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,1083,5
T14005,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Follow-Up,Medium,Negative,11-06-2024 08:24,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,315,9
T13823,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,Medium,Positive,11-08-2024 14:18,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,495,6
T16560,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Medium,Negative,05-08-2024 12:48,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,338,9
T19746,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Follow-Up,Low,Positive,16-01-2024 15:35,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,1008,6
T19335,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Billing,Resolve at L1,Medium,Neutral,13-04-2024 09:30,Updated credit card details on file. Confirmed next payment date. Closed issue.,340,5
T10096,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Follow-Up,Medium,Neutral,19-01-2024 05:56,Cannot replicate user reported issue. Requested screen recording from customer.,458,6
T13368,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Follow-Up,High,Negative,21-11-2024 13:11,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,73,9
T18851,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Resolve at L1,Low,Negative,21-09-2024 14:18,Checked plan details and billing cycle. Explained fee structure. No further action required.,1085,6
T13685,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Low,Negative,27-01-2024 08:56,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,731,9
T18842,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Escalate,Medium,Neutral,21-02-2024 16:32,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,375,5
T14486,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Escalate,Low,Neutral,26-12-2024 06:13,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,1342,6
T14249,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Low,Neutral,10-05-2024 12:11,Provided link to pricing page. Confirmed service availability in their city.,1025,3
T12923,I need a detailed copy of my invoice for the month of June.,I need a detailed copy of my invoice for the month of June.,Billing,Resolve at L1,Medium,Negative,02-01-2024 02:28,Updated credit card details on file. Confirmed next payment date. Closed issue.,410,6
T11106,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Escalate,Low,Negative,07-08-2024 13:15,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,974,9
T12472,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,Medium,Positive,21-06-2024 05:47,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",329,5
T19211,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,15-11-2024 20:03,Answered question about operating hours. Closed ticket.,971,5
T11200,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Can you clarify the tax breakdown on my last payment? It seems unusually high.,Billing,Follow-Up,Low,Neutral,09-11-2024 12:51,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,1170,5
T18842,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Escalate,Medium,Neutral,21-02-2024 16:32,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,433,5
T14450,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Low,Neutral,17-10-2024 11:51,Answered question about operating hours. Closed ticket.,1083,3
T16625,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Follow-Up,Medium,Negative,06-09-2024 14:50,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,448,9
T11920,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,12-06-2024 06:54,Answered question about operating hours. Closed ticket.,986,5
T18587,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Medium,Neutral,10-12-2024 12:04,Answered question about operating hours. Closed ticket.,378,5
T16993,I need a detailed copy of my invoice for the month of July.,I need a detailed copy of my invoice for the month of July.,Billing,Resolve at L1,Medium,Neutral,04-07-2024 06:24,Updated credit card details on file. Confirmed next payment date. Closed issue.,356,5
T12661,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Low,Neutral,04-11-2024 12:02,Answered question about operating hours. Closed ticket.,1043,3
T17053,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,High,Negative,31-07-2024 05:49,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,67,9
T18129,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,High,Negative,10-05-2024 00:09,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",93,9
T12339,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Follow-Up,Medium,Neutral,24-11-2024 18:58,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,340,5
T11022,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Low,Neutral,08-12-2024 22:01,Answered question about operating hours. Closed ticket.,993,3
T12026,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,High,Negative,21-12-2024 03:13,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",28,9
T10337,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Medium,Negative,15-04-2024 02:35,Cannot replicate user reported issue. Requested screen recording from customer.,442,9
T19013,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Medium,Negative,27-06-2024 13:34,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,344,9
T18342,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Follow-Up,Medium,Negative,19-05-2024 19:29,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,357,9
