Ticket ID,Customer Query,Summary,Assigned Department,Action Type,Priority,Sentiment,Timestamp,Resolution_Steps,Complexity_Score,Resolution_Time_Actual
T14412,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Follow-Up,High,Negative,10-03-2024 01:07,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,5.62,86
T14413,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Follow-Up,Low,Neutral,20-07-2024 03:29,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,4.12,71
T14414,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,High,Negative,07-11-2024 22:45,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,6.63,156
T14415,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Escalate,High,Neutral,27-12-2024 18:35,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,4.12,138
T14416,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,Low,Positive,28-04-2024 05:18,Cannot replicate user reported issue. Requested screen recording from customer.,4.12,80
T14417,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,Medium,Positive,01-09-2024 00:34,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,4.12,67
T14418,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Low,Negative,16-08-2024 12:31,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,6.63,162
T14419,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Escalate,Low,Neutral,23-04-2024 05:01,Customer is cancelling and requesting full data deletion under GDPR. Route to Legal and Data Compliance team immediately.,4.12,137
T14420,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Resolve at L1,Low,Negative,02-12-2024 06:25,Checked plan details and billing cycle. Explained fee structure. No further action required.,7,24
T14421,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Escalate,Low,Negative,18-02-2024 22:50,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,5.62,147
T14422,I need a detailed copy of my invoice for the month of June.,I need a detailed copy of my invoice for the month of June.,Billing,Resolve at L1,High,Neutral,30-08-2024 07:45,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,4.12,25
T14423,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,High,Negative,21-12-2024 20:49,Escalate to Development: Confirmed system bug is affecting multiple customers. Requires code fix ASAP.,5.62,153
T14424,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Resolve at L1,High,Negative,01-07-2024 09:31,Completed name change on account profile. Sent confirmation email.,5.62,26
T14425,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Escalate,Medium,Positive,17-11-2024 09:27,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,4.12,152
T14426,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,18-08-2024 03:14,Answered question about operating hours. Closed ticket.,4.12,34
T14427,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Follow-Up,Low,Negative,03-11-2024 06:33,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,5.62,80
T14428,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Low,Negative,25-06-2024 01:02,Cannot replicate user reported issue. Requested screen recording from customer.,6.63,83
T14429,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Follow-Up,Medium,Negative,23-01-2024 01:44,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,5.62,71
T14430,I need help configuring my email client with your server settings. Can you provide the detailed guide?,I need help configuring my email client with your server settings. Can you provide the detailed guid...,Technical Support,Follow-Up,Medium,Neutral,21-12-2024 02:03,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,5.13,76
T14431,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Follow-Up,Low,Neutral,11-08-2024 16:29,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,4.12,63
T14432,Do you offer services in the San Francisco region or only nationally? I am checking availability.,Do you offer services in the San Francisco region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,09-07-2024 22:06,Provided link to pricing page. Confirmed service availability in their city.,4.12,16
T14433,Do you offer services in the London region or only nationally? I am checking availability.,Do you offer services in the London region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,12-07-2024 11:43,Answered question about operating hours. Closed ticket.,4.12,17
T14434,Please deactivate my old account and delete all associated data. I will not be returning to your services.,Please deactivate my old account and delete all associated data. I will not be returning to your ser...,Account Management,Resolve at L1,Medium,Negative,27-10-2024 00:58,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,5.62,32
T14435,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Follow-Up,Medium,Neutral,09-06-2024 11:14,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,4.12,69
T14436,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Follow-Up,High,Negative,13-10-2024 12:43,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,5.62,85
T14437,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,High,Negative,17-09-2024 21:52,Cannot replicate user reported issue. Requested screen recording from customer.,5.62,72
T14438,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,Medium,Negative,17-07-2024 20:40,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",7,88
T14439,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,Medium,Positive,21-12-2024 05:35,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,4.12,138
T14440,I was overcharged by $457 this month. I need a refund immediately.,I was overcharged by $457 this month. I need a refund immediately.,Billing,Follow-Up,Low,Negative,31-05-2024 22:55,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,5.62,75
T14441,Do you offer services in the New York region or only nationally? I am checking availability.,Do you offer services in the New York region or only nationally? I am checking availability.,General Queries,Follow-Up,Low,Neutral,12-02-2024 14:41,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,4.12,65
T14442,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Resolve at L1,Medium,Neutral,12-05-2024 07:00,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,4.12,29
T14443,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Follow-Up,Medium,Negative,16-12-2024 08:31,Awaiting confirmation of address change from validation team. Contact customer for documentation.,5.62,81
T14444,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Follow-Up,High,Negative,29-04-2024 13:37,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,5.62,75
T14445,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Resolve at L1,High,Positive,05-04-2024 19:41,Confirmed feature is deprecated. Directed customer to the new equivalent feature.,4.12,21
T14446,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Resolve at L1,Medium,Negative,21-08-2024 01:02,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,5.62,18
T14447,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,Low,Positive,30-01-2024 11:16,Sent required documentation for plan upgrade. Follow up in 48 hours if forms are not returned.,4.12,76
T14448,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Medium,Negative,28-10-2024 02:01,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,6.63,169
T14449,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Follow-Up,High,Negative,28-04-2024 02:42,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,5.62,75
T14450,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Low,Neutral,17-10-2024 11:51,Answered question about operating hours. Closed ticket.,4.12,25
T14451,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Follow-Up,Medium,Neutral,18-03-2024 11:30,Sent required documentation for plan upgrade. Follow up in 48 hours if forms are not returned.,4.12,79
T14452,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Resolve at L1,Medium,Positive,20-03-2024 02:56,Provided link to password reset tool. Confirmed access restored.,4.12,33
T14453,I need a detailed copy of my invoice for the month of December.,I need a detailed copy of my invoice for the month of December.,Billing,Resolve at L1,Low,Neutral,16-12-2024 07:02,Updated credit card details on file. Confirmed next payment date. Closed issue.,5.5,29
T14454,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,High,Positive,12-07-2024 23:28,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,4.12,76
T14455,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,High,Positive,24-09-2024 04:56,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,4.12,23
T14456,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Resolve at L1,Medium,Neutral,10-12-2024 05:50,Completed name change on account profile. Sent confirmation email.,4.12,33
T14457,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,17-10-2024 04:40,Answered question about operating hours. Closed ticket.,4.12,15
T14458,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Medium,Negative,31-12-2024 10:05,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",8,78
T14459,I demand to know why my promotional discount was not applied to my last bill. This is a recurring issue.,I demand to know why my promotional discount was not applied to my last bill. This is a recurring is...,Billing,Follow-Up,Low,Negative,04-03-2024 02:50,Awaiting confirmation of address change from validation team. Contact customer for documentation.,5.62,87
T14460,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,High,Negative,03-03-2024 18:34,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",8,79
T14461,Do you offer services in the Berlin region or only nationally? I am checking availability.,Do you offer services in the Berlin region or only nationally? I am checking availability.,General Queries,Follow-Up,Low,Neutral,02-07-2024 05:23,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,4.12,66
T14462,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,29-03-2024 05:20,Answered question about operating hours. Closed ticket.,4.12,24
T14463,I want to cancel my subscription immediately. I've had a terrible experience with your service and customer care.,I want to cancel my subscription immediately. I've had a terrible experience with your service and c...,Account Management,Resolve at L1,High,Negative,24-07-2024 01:13,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,5.62,32
T14464,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Medium,Positive,26-08-2024 18:23,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,4.12,32
T14465,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,17-03-2024 00:50,Answered question about operating hours. Closed ticket.,4.12,30
T14466,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Resolve at L1,Medium,Neutral,19-05-2024 10:33,Completed name change on account profile. Sent confirmation email.,4.12,32
T14467,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Escalate,Medium,Negative,01-12-2024 08:13,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,5.62,147
T14468,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Resolve at L1,Low,Neutral,24-11-2024 20:45,Completed name change on account profile. Sent confirmation email.,4.12,16
T14469,I need help configuring my email client with your server settings. Can you provide the detailed guide?,I need help configuring my email client with your server settings. Can you provide the detailed guid...,Technical Support,Follow-Up,High,Neutral,04-01-2024 07:06,Identified potential bug with latest patch. Logged issue in Jira and provided workaround.,5.13,75
T14470,I was overcharged by $176 this month. I need a refund immediately.,I was overcharged by $176 this month. I need a refund immediately.,Billing,Follow-Up,Low,Negative,30-09-2024 23:11,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,5.62,74
T14471,I need a detailed copy of my invoice for the month of April.,I need a detailed copy of my invoice for the month of April.,Billing,Follow-Up,Low,Neutral,03-10-2024 16:51,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,4.12,67
T14472,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,17-06-2024 05:44,Completed name change on account profile. Sent confirmation email.,4.12,19
T14473,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,High,Positive,22-11-2024 10:15,Cannot replicate user reported issue. Requested screen recording from customer.,4.12,76
T14474,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Medium,Positive,31-08-2024 11:10,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,4.12,25
T14475,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Escalate,Low,Negative,10-07-2024 23:49,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,5.62,148
T14476,Do you offer services in the New York region or only nationally? I am checking availability.,Do you offer services in the New York region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,21-03-2024 00:53,Provided link to pricing page. Confirmed service availability in their city.,4.12,23
T14477,Do you offer services in the San Francisco region or only nationally? I am checking availability.,Do you offer services in the San Francisco region or only nationally? I am checking availability.,General Queries,Follow-Up,Low,Neutral,12-01-2024 13:57,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,4.12,79
T14478,Do you offer services in the San Francisco region or only nationally? I am checking availability.,Do you offer services in the San Francisco region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,17-02-2024 22:35,Provided link to pricing page. Confirmed service availability in their city.,4.12,16
T14479,I was overcharged by $137 this month. I need a refund immediately.,I was overcharged by $137 this month. I need a refund immediately.,Billing,Resolve at L1,Medium,Negative,07-02-2024 12:01,Updated credit card details on file. Confirmed next payment date. Closed issue.,7,32
T14480,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Escalate,Medium,Positive,08-06-2024 16:34,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,4.12,144
T14481,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Resolve at L1,Medium,Neutral,30-11-2024 12:00,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,4.12,27
T14482,"I appreciate the quick resolution on my invoice issue, thank you.","I appreciate the quick resolution on my invoice issue, thank you.",Billing,Resolve at L1,Medium,Positive,25-02-2024 13:21,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,4.12,33
T14483,I was overcharged by $221 this month. I need a refund immediately.,I was overcharged by $221 this month. I need a refund immediately.,Billing,Resolve at L1,Low,Negative,15-11-2024 18:58,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,5.62,29
T14484,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Resolve at L1,Low,Negative,14-09-2024 21:54,Checked plan details and billing cycle. Explained fee structure. No further action required.,7,21
T14485,I need to pause my subscription for three months due to travel. What is the procedure for this request?,I need to pause my subscription for three months due to travel. What is the procedure for this reque...,Account Management,Resolve at L1,High,Neutral,26-02-2024 16:28,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,4.12,23
T14486,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,I cannot find the 'export data' option in the mobile application's menu. Can you guide me?,App Support,Escalate,Low,Neutral,26-12-2024 06:13,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,4.12,135
T14487,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Escalate,Medium,Negative,17-08-2024 09:37,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,5.62,152
T14488,I was overcharged by $221 this month. I need a refund immediately.,I was overcharged by $221 this month. I need a refund immediately.,Billing,Escalate,High,Negative,08-10-2024 03:49,Urgent: Customer reported double-charge resulting in overdraft. Immediately initiate full refund process and notify finance department.,5.62,153
T14489,The new app features are fantastic! Great improvement to the user interface and functionality.,The new app features are fantastic! Great improvement to the user interface and functionality.,App Support,Follow-Up,High,Positive,12-07-2024 08:37,Cannot replicate user reported issue. Requested screen recording from customer.,4.12,69
T14490,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,Medium,Negative,26-01-2024 14:04,"Logged app crash details (device model, OS version). Passed to QA for replication. Set 72-hour internal follow-up.",7,89
T14491,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Resolve at L1,Medium,Negative,12-02-2024 08:22,Provided link to FAQ on error code 403. Suggested reinstallation of the mobile application.,5.62,29
T14492,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,Medium,Negative,15-12-2024 14:39,Cannot replicate user reported issue. Requested screen recording from customer.,5.62,69
T14493,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Resolve at L1,Low,Neutral,11-02-2024 15:19,Answered question about operating hours. Closed ticket.,4.12,20
T14494,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent support and quick response.,The technical issue I reported yesterday has been completely fixed! Thank you for the excellent supp...,Technical Support,Follow-Up,Low,Positive,28-06-2024 03:42,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,4.12,81
T14495,What are your general customer support operating hours? I need to know when I can call.,What are your general customer support operating hours? I need to know when I can call.,General Queries,Follow-Up,Low,Neutral,10-10-2024 07:27,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,4.12,80
T14496,Do you offer services in the Tokyo region or only nationally? I am checking availability.,Do you offer services in the Tokyo region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,27-05-2024 16:40,Provided link to pricing page. Confirmed service availability in their city.,4.12,33
T14497,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Escalate,Medium,Negative,27-01-2024 12:59,App is crashing universally after latest release. Suspend deployment and notify all QA leads.,6.63,166
T14498,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Medium,Positive,24-09-2024 19:56,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,4.12,28
T14499,"My internet has been down for over 5 hours. This is unacceptable service, especially since I work from home and rely on it.","My internet has been down for over 5 hours. This is unacceptable service, especially since I work fr...",Technical Support,Resolve at L1,High,Negative,11-02-2024 22:36,Provided link to password reset tool. Confirmed access restored.,5.62,32
T14500,Do you offer services in the Sydney region or only nationally? I am checking availability.,Do you offer services in the Sydney region or only nationally? I am checking availability.,General Queries,Resolve at L1,Low,Neutral,06-02-2024 03:31,Provided link to pricing page. Confirmed service availability in their city.,4.12,23
T14501,What are the recommended port forwarding settings for my new router so I can configure my devices correctly?,What are the recommended port forwarding settings for my new router so I can configure my devices co...,Technical Support,Follow-Up,High,Neutral,04-06-2024 23:41,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,5.13,77
T14502,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Follow-Up,Low,Negative,10-04-2024 03:51,Ran remote diagnostic on connection status. Found intermittent signal loss; scheduled Tier 2 engineer callback.,5.62,79
T14503,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,Medium,Positive,17-11-2024 04:25,Sent required documentation for plan upgrade. Follow up in 48 hours if forms are not returned.,4.12,69
T14504,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Resolve at L1,Low,Positive,12-09-2024 18:30,Successfully downgraded plan to Basic tier. Confirmed data retention policy with customer.,4.12,14
T14505,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Medium,Negative,27-03-2024 10:10,Cannot replicate user reported issue. Requested screen recording from customer.,6.63,87
T14506,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,I am frustrated I can't find clear pricing information on your website. This is poor transparency.,General Queries,Resolve at L1,Low,Negative,13-06-2024 08:16,Provided link to pricing page. Confirmed service availability in their city.,5.62,25
T14507,The mobile app crashes every time I try to open the settings menu. This makes the app completely unusable.,The mobile app crashes every time I try to open the settings menu. This makes the app completely unu...,App Support,Follow-Up,Medium,Negative,01-05-2024 04:26,Cannot replicate user reported issue. Requested screen recording from customer.,5.62,78
T14508,I was overcharged by $137 this month. I need a refund immediately.,I was overcharged by $137 this month. I need a refund immediately.,Billing,Resolve at L1,Low,Negative,28-05-2024 20:46,Verified payment history; confirmed single charge was correct. Sent customer the payment confirmation receipt.,5.62,34
T14509,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,Low,Positive,29-10-2024 14:20,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,4.12,67
T14510,How can I change the primary contact name on my business account? I need to update it urgently.,How can I change the primary contact name on my business account? I need to update it urgently.,Account Management,Follow-Up,Low,Neutral,27-06-2024 07:46,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,4.12,78
T14511,"My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon as possible.","My payment keeps failing, and I have late fees now. This is unacceptable and must be fixed as soon a...",Billing,Follow-Up,Medium,Negative,27-01-2024 11:15,Escalated to Billing Specialist for refund approval. Set reminder to follow up in 24 hours.,5.62,80
T14512,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,Low,Positive,31-08-2024 22:25,Provided link to pricing page. Confirmed service availability in their city.,4.12,22
T14513,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Resolve at L1,High,Positive,25-10-2024 11:15,Answered question about operating hours. Closed ticket.,4.12,33
T14514,"The latest app update introduced a massive bug that prevents me from saving my work, please rollback or fix immediately.","The latest app update introduced a massive bug that prevents me from saving my work, please rollback...",App Support,Follow-Up,Medium,Negative,02-07-2024 02:24,Cannot replicate user reported issue. Requested screen recording from customer.,6.63,87
T14515,"The app shows an error code 403 whenever I try to submit a form, what does it mean and how can I fix it?","The app shows an error code 403 whenever I try to submit a form, what does it mean and how can I fix...",App Support,Follow-Up,Low,Neutral,12-09-2024 07:27,Cannot replicate user reported issue. Requested screen recording from customer.,4.12,82
T14516,"I'd like to upgrade to the premium package starting today, please proceed with the necessary account changes now.","I'd like to upgrade to the premium package starting today, please proceed with the necessary account...",Account Management,Follow-Up,Low,Positive,15-01-2024 18:53,Initiated account transfer process. Awaiting confirmation from new account holder's email address.,4.12,82
T14517,"I'm interested in your Pro services, can you send me a detailed quote and service agreement?","I'm interested in your Pro services, can you send me a detailed quote and service agreement?",General Queries,Follow-Up,Medium,Positive,06-03-2024 06:39,Forwarded pre-sales inquiry to a sales representative. Set internal follow-up to ensure contact.,4.12,70
T14518,"I am constantly getting a 'server connection failed' error. Your product is unusable, please fix this permanently.","I am constantly getting a 'server connection failed' error. Your product is unusable, please fix thi...",Technical Support,Escalate,High,Negative,10-05-2024 14:47,CRITICAL OUTAGE: Assigned to Network Operations Team. Customer site is fully down. Monitoring in 5 min intervals.,7,152
